county,date,measures,data_set_id
Delaware,2016-06-01,"{""jobs_pledged_to_be_created"":19,""jobs_pledged_to_be_retained"":8,""total_jobs"":27}",1
Delaware,2016-10-01,"{""jobs_pledged_to_be_created"":1,""jobs_pledged_to_be_retained"":1,""total_jobs"":2}",1
Delaware,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":40,""total_jobs"":40}",1
Delaware,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":110,""total_jobs"":110}",1
Delaware,2016-10-01,"{""jobs_pledged_to_be_created"":5,""jobs_pledged_to_be_retained"":465,""total_jobs"":470}",1
Delaware,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":24804,""total_jobs"":24804}",1
Erie,2015-03-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":200,""total_jobs"":200}",1
Erie,2015-11-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":34,""total_jobs"":34}",1
Erie,2016-02-01,"{""jobs_pledged_to_be_created"":2,""jobs_pledged_to_be_retained"":9,""total_jobs"":11}",1
Erie,2016-07-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":9,""total_jobs"":9}",1
Erie,2016-07-01,"{""jobs_pledged_to_be_created"":2,""jobs_pledged_to_be_retained"":9,""total_jobs"":11}",1
Erie,2016-06-01,"{""jobs_pledged_to_be_created"":6,""jobs_pledged_to_be_retained"":0,""total_jobs"":6}",1
Fayette,2015-08-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":85,""total_jobs"":85}",1
Fayette,2015-05-01,"{""jobs_pledged_to_be_created"":16,""jobs_pledged_to_be_retained"":2,""total_jobs"":18}",1
Fayette,2016-01-01,"{""jobs_pledged_to_be_created"":30,""jobs_pledged_to_be_retained"":18,""total_jobs"":48}",1
Fayette,2016-01-01,"{""jobs_pledged_to_be_created"":50,""jobs_pledged_to_be_retained"":30,""total_jobs"":80}",1
Fayette,2016-07-01,"{""jobs_pledged_to_be_created"":2,""jobs_pledged_to_be_retained"":6,""total_jobs"":8}",1
Fayette,2016-07-01,"{""jobs_pledged_to_be_created"":50,""jobs_pledged_to_be_retained"":272,""total_jobs"":322}",1
Fayette,2016-06-01,"{""jobs_pledged_to_be_created"":147,""jobs_pledged_to_be_retained"":0,""total_jobs"":147}",1
Fayette,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":2,""total_jobs"":2}",1
Fayette,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":15,""total_jobs"":15}",1
Franklin,2015-04-01,"{""jobs_pledged_to_be_created"":84,""jobs_pledged_to_be_retained"":0,""total_jobs"":84}",1
Franklin,2015-04-01,"{""jobs_pledged_to_be_created"":150,""jobs_pledged_to_be_retained"":148,""total_jobs"":298}",1
Franklin,2015-08-01,"{""jobs_pledged_to_be_created"":500,""jobs_pledged_to_be_retained"":12,""total_jobs"":512}",1
Franklin,2015-08-01,"{""jobs_pledged_to_be_created"":8,""jobs_pledged_to_be_retained"":29,""total_jobs"":37}",1
Franklin,2015-06-01,"{""jobs_pledged_to_be_created"":150,""jobs_pledged_to_be_retained"":148,""total_jobs"":298}",1
Franklin,2016-02-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":58,""total_jobs"":58}",1
Franklin,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":56,""total_jobs"":56}",1
Greene,2016-07-01,"{""jobs_pledged_to_be_created"":15,""jobs_pledged_to_be_retained"":0,""total_jobs"":15}",1
Greene,2016-07-01,"{""jobs_pledged_to_be_created"":25,""jobs_pledged_to_be_retained"":0,""total_jobs"":25}",1
Greene,2016-07-01,"{""jobs_pledged_to_be_created"":1,""jobs_pledged_to_be_retained"":25,""total_jobs"":26}",1
Greene,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":2,""total_jobs"":2}",1
Greene,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":6,""total_jobs"":6}",1
Greene,2016-10-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":45,""total_jobs"":45}",1
Huntingdon,2016-10-01,"{""jobs_pledged_to_be_created"":18,""jobs_pledged_to_be_retained"":54,""total_jobs"":72}",1
Indiana,2016-07-01,"{""jobs_pledged_to_be_created"":0,""jobs_pledged_to_be_retained"":2,""total_jobs"":2}",1
