county,date,json,data_set_id
Wayne,07-2015,"{""corrections_population"":1346}",4
Wayne,07-2016,"{""corrections_population"":1400}",4
Wayne,07-2017,"{""corrections_population"":1404}",4
Wayne,08-2015,"{""corrections_population"":1358}",4
Wayne,08-2016,"{""corrections_population"":1403}",4
Wayne,09-2015,"{""corrections_population"":1365}",4
Wayne,09-2016,"{""corrections_population"":1389}",4
Wayne,10-2015,"{""corrections_population"":1370}",4
Wayne,10-2016,"{""corrections_population"":1380}",4
Wayne,11-2015,"{""corrections_population"":1365}",4
Wayne,11-2016,"{""corrections_population"":1382}",4
Wayne,12-2015,"{""corrections_population"":1362}",4
Wayne,12-2016,"{""corrections_population"":1365}",4
